Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage,# Kills,Notes
16,2:16:02,Percy,Damage,20,,,20 to Spider 5,1,
16,2:17:16,Vex'ahlia,Constitution Save,19,19,,,,
16,2:17:26,Percy,Constitution Save,Nat1,1,Y,21 Poison to Percy,,
16,2:19:17,Tiberius,Attack,21,12,,Enough that the spiders immediately die,2,Obelisk of Stone
16,2:20:41,Keyleth,Nature,Unknown,Unknown,,,,Disregarded due to advantage
16,2:20:41,Keyleth,Nature,24,18,,,,With advantage
16,2:22:37,Scanlan,Stealth,9,7,,,,
16,2:23:53,Vax'ildan,Perception,14,4,,,,
16,2:23:59,Tiberius,Arcana,25,19,,,,
16,2:24:01,Percy,Perception,21,14,,,,
16,2:24:39,Vex'ahlia,Perception,8,2,,,,
16,2:25:03,Vex'ahlia,Stealth,19,10,,,,
16,2:27:40,Grog,Stealth,Nat20,20,Y,,,
16,2:29:37,Scanlan,Stealth,17,15,,,,
16,2:34:11,Tiberius,Stealth,17,14,,,,
16,2:34:23,Pike,Stealth,3,3,,,,
16,2:37:11,Vex'ahlia,Damage,22,,,22 to two spiders on spikes,,Due to Spike Growth
16,2:38:54,Tiberius,Dexterity,13,10,,,,
16,2:38:58,Grog,Dexterity,10,8,,,,
16,2:39:04,Pike,Dexterity Save,14,14,,,,
16,2:39:01,Vex'ahlia,Dexterity Save,>10,Unknown,,,,
16,2:39:01,Percy,Dexterity Save,>10,Unknown,,,,
16,2:39:01,Keyleth,Dexterity Save,>10,Unknown,,,,
16,2:39:01,Scanlan,Dexterity Save,>10,Unknown,,,,
16,2:40:20,Tiberius,Dexterity Save,21,18,,,,Start of the Skill Challenge
16,2:40:21,Vex'ahlia,Dexterity Save,25,16,,,,
16,2:40:22,Percy,Dexterity Save,22,16,,,,
16,2:40:24,PIke,Dexterity Save,17,17,,,,
16,2:40:24,Vax'ildan,Dexterity Save,26,17,,,,
16,2:40:25,Keyleth,Dexterity Save,11,9,,,,
16,2:40:25,Grog,Dexterity Save,21,19,,,,
16,2:40:28,Scanlan,Dexterity Save,20,16,,,,
16,2:42:46,Pike,Wisdom,Nat20,20,Y,,,
16,2:42:51,Tiberius,Wisdom,12,15,,,,
16,2:42:55,Keyleth,Wisdom,16,10,,,,
16,2:42:56,Scanlan,Wisdom,10,12,,,,
16,2:42:56,Grog,Wisdom,2,2,,,,
16,2:42:58,Percy,Wisdom,14,11,,,,
16,2:43:00,Vex'ahlia,Wisdom,13,11,,,,
16,2:43:01,Vax'ildan,Wisdom,9,7,,,,
16,2:43:41,Grog,Dexterity Save,12,10,,24 Fire to Grog,,The beard is gone
16,2:46:11,Pike,Healing,25,,,,,Mass Cure Wounds
17,0:23:03,Vax'ildan,Religion,Unknown,Unknown,,,,
17,0:23:03,Vex'ahlia,Religion,Unknown,Unknown,,,,
17,0:23:03,Grog,Religion,4,6,,,,
17,0:23:03,Percy,Religion,Nat20,20,Y,,,
17,0:23:03,Keyleth,Religion,18,16,,,,
17,0:23:03,Tibierus,Religion,Nat20,20,Y,,,
17,0:23:03,Scanlan,Religion,Unknown,Unknown,,,,
17,0:46:15,Scanlan,Stealth,6,4,,,,
17,0:47:42,Grog,Initiative,20,18,,,,
17,0:50:25,Grog,Attack,2,2,,,,
17,0:50:25,Grog,Attack,19,11,,,,
17,0:50:25,Grog,Attack,19,11,,,,
17,0:50:50,Grog,Damage,6,,,6 to Kern,,
17,0:50:50,Grog,Damage,5,,,5 to Kern,,
17,0:53:22,Grog,Athletics,22,14,,,,Kern is knocked prone
17,0:53:41,Grog,Attack,24,16,,,,
17,0:54:09,Grog,Damage,6,,,6 to Kern,,
17,0:55:20,Grog,Attack,25,17,,,,
17,0:55:20,Grog,Attack,22,14,,,,
17,0:55:20,Grog,Attack,17,9,,,,
17,0:55:41,Grog,Damage,6,,,6 to Kern,,
17,0:55:45,Grog,Damage,6,,,6 to Kern,,
17,0:56:24,Grog,Athletics,12,4,,,,
17,0:57:26,Grog,Attack,19,11,,,,
17,0:57:26,Grog,Attack,21,13,,,,
17,0:57:26,Grog,Attack,22,14,,,,
17,0:57:50,Grog,Damage,4,,,4 to Kern,,
17,0:57:52,Grog,Damage,6,,,6 to Kern,,
17,0:57:55,Grog,Damage,6,,,6 to Kern,,
17,0:59:46,Scanlan,Deception,18,5,,,,
17,1:00:27,Grog,Attack,26,18,,,,
17,1:01:14,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
17,1:01:14,Grog,Attack,25,17,,,,With advantage
17,1:01:31,Grog,Damage,11,,,11 to Kern,,
17,1:04:34,Grog,Attack,21,13,,,,
17,1:04:34,Grog,Attack,20,12,,,,
17,1:04:34,Grog,Attack,24,16,,,,
17,1:05:14,Grog,Damage,6,,,6 to Kern,,
17,1:05:33,Grog,Damage,5,,,5 to Kern,,
17,1:06:16,Grog,Damage,6,,,6 to Kern,,
17,1:06:57,Grog,Dexterity Save,10,8,,,,Grog is prone
17,1:07:56,Grog,Attack,24,16,,,,
17,1:07:56,Grog,Attack,17,9,,,,
17,1:07:56,Grog,Attack,22,14,,,,
17,1:08:14,Grog,Damage,6,,,6 to Kern,,
17,1:08:46,Grog,Damage,5,,,5 to Kern,,
17,1:10:19,Grog,Attack,Unknown,Unknown,,,,
17,1:10:19,Grog,Attack,12,4,,,,
17,1:10:19,Grog,Attack,24,16,,,,
17,1:11:45,Grog,Damage,6,,,6 to Kern,,
17,1:13:14,Grog,Attack,24,16,,,,
17,1:13:14,Grog,Attack,22,14,,,,
17,1:13:14,Grog,Attack,19,11,,,,
17,1:13:35,Grog,Damage,5,,,5 to Kern,,
17,1:13:37,Grog,Damage,6,,,6 to Kern,,
17,1:13:38,Grog,Damage,6,,,6 to Kern,,
17,1:18:18,Scanlan,Deception,16,14,,,,
17,1:51:12,Grog,d100,99,,,,,
17,2:05:06,Vex'ahlia,Survival,Nat20,20,Y,,,
17,2:05:55,Percy,Investigation,13,10,,,,
17,2:06:53,Keyleth,Nature,21,15,,,,
17,2:08:50,Vax'ildan,Perception,21,11,,,,
17,2:08:50,Vex'ahlia,Perception,25,19,,,,
17,2:10:37,Vex'ahlia,Tracking,18,12,,,,
17,2:11:32,Vex'ahlia,Perception,18,12,,,,
17,2:11:32,Percy,Perception,21,14,,,,
17,2:11:32,Grog,Perception,12,5,,,,
17,2:14:30,Vax'ildan,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
17,2:14:30,Vax'ildan,Stealth,30,17,,,,With advantage
17,2:14:30,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
17,2:14:30,Vex'ahlia,Stealth,Nat20,20,Y,,,With advantage
17,2:14:30,Grog,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
17,2:14:30,Grog,Stealth,15,13,,,,With advantage
17,2:14:30,Percy,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
17,2:14:30,Percy,Stealth,15,9,,,,Disregarded due to advantage
17,2:14:30,Keyleth,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
17,2:14:30,Keyleth,Stealth,25,18,,,,With advantage
17,2:14:30,Tibierus,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
17,2:14:30,Tibierus,Stealth,18,9,,,,With advantage
17,2:14:30,Scanlan,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
17,2:14:30,Scanlan,Stealth,16,10,,,,With advantage
17,2:14:30,Trinket,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
17,2:14:30,Trinket,Stealth,18,18,,,,With advantage
17,2:19:30,Tibierus,Investigation,21,19,,,,
17,2:22:27,Vax'ildan,Attack,17,6,,,,Dagger
17,2:22:27,Vax'ildan,Attack,Nat1,1,Y,,,Dagger
17,2:22:27,Vax'ildan,Attack,27,17,,,,Poison Dagger Sneak Attack
17,2:22:34,Vax'ildan,Damage,42,,,42 (10+17 SA+15 Poison) to Hydra,,
17,2:27:52,Vex'ahlia,Attack,16,5,,,,Hail of Thorns
17,2:28:30,Vex'ahlia,Attack,17,6,,,,Disregarded because does not get 2nd action
17,2:28:51,Vex'ahlia,Athletics,6,4,,,,
17,2:29:48,Scanlan,Damage,19,,,29 Lightning to Hydra,,Lightning bolt
17,2:31:16,Percy,Attack,Unknown,Unknown,,,,Pepperbox Misfire
17,2:32:09,Grog,Attack,24,16,,,,Great Axe
17,2:32:09,Grog,Attack,16,8,,,,Great Axe
17,2:32:28,Grog,Damage,17,,,17 to Hydra,,
17,2:32:53,Tibierus,Initiative,22,19,,,,
17,2:33:02,Vex'ahlia,Initiative,19,14,,,,
17,2:33:03,Scanlan,Initiative,16,16,,,,
17,2:33:11,Percy,Initiative,13,5,,,,
17,2:33:11,Grog,Initiative,13,11,,,,
17,2:33:20,Vax'ildan,Initiative,12,7,,,,
17,2:33:20,Keyleth,Initiative,4,2,,,,
17,2:35:17,Tibierus,Arcana,14,8,,,,
17,2:35:35,Tibierus,Arcana,Nat20,20,Y,28 (14 to 2 heads) to Hydra,,Hydra is grappled
17,2:39:15,Vex'ahlia,Attack,Nat1,1,Y,,,Exploding Arrow
17,2:39:56,Vex'ahlia,Dexterity Save,Nat20,20,Y,19 (38/2) Fire to Vex'ahlia,,
17,2:41:21,Trinket,Attack,16,7,,,,Claw Attack
17,2:41:21,Trinket,Attack,19,10,,,,Bite Attack
17,2:41:44,Trinket,Damage,13,,,13 to Hydra,,
17,2:41:53,Trinket,Damage,5,,,5 to Hydra,,Hunter's Mark
17,2:43:00,Scanlan,Attack,21,11,,,,Bigby's Hand
17,2:43:11,Scanlan,Damage,23,,,23 Force to Hydra,,
17,2:45:47,Percy,Wisdom Save,Nat1,1,Y,,,
17,2:48:31,Percy,Wisdom Save,Nat20,20,Y,,,
17,2:48:55,Grog,Attack,24,16,,,,Great Axe
17,2:48:55,Grog,Attack,20,12,,,,Great Axe
17,2:49:07,Grog,Damage,19,,,19 to Hydra,,
17,2:49:13,Grog,Damage,11,,,11 to Hydra,,
17,2:50:15,Vax'ildan,Attack,28,17,,,,Keen Dagger
17,2:50:26,Vax'ildan,Damage,33,,,33 (9+24 SA) to Hydra,,
17,2:50:45,Vax'ildan,Attack,19,9,,,,Flame-Tongue Dagger
17,2:50:54,Vax'ildan,Damage,10,,,10 (4+6 Fire) to Hydra,,
17,2:50:15,Vax'ildan,Attack,26,16,,,,Venom Dagger
17,2:51:03,Vax'ildan,Damage,10,,,10 to Hydra,,
17,2:52:48,Keyleth,Damage,21,,,21 Lightning to Hydra,,Call Lightning
17,2:54:30,Tibierus,Damage,41,,,41 Fire to Hydra,,Fireball
17,2:54:48,Tibierus,Damage,39,,,39 Fire to Hydra,1,Fireball
17,2:55:31,Vax'ildan,Dexterity Save,17,8,,,,Uses Rogue's Evasion
17,2:55:42,Vax'ildan,Dexterity Save,Unknown,Unknown,,18 (39/2) Fire to Vax'ildan,,
17,2:57:25,Grog,Dexterity Save,18,16,,22 (41/2) Fire to Grog,,
17,2:57:23,Grog,Inspiration,2,,,,,
17,2:57:38,Grog,Dexterity Save,9,7,,39 Fire to Grog,,
17,2:58:12,Trinket,Dexterity Save,17,17,,22 (41/2) Fire to Trinket,,
17,2:58:37,Trinket,Dexterity Save,7,7,,39 Fire to Trinket,,Trinket is unconscious
17,2:59:03,Others,Dexterity Save,,,,"141 (80 Fire to 4, 61 Fire to 1) Fire to Others",,
18,0:14:04,Percy,Investigation,16,13,,,,
18,0:14:31,Percy,Inspiration,3,--,,,,
18,0:16:19,Percy,Tinkering,29,19,,,,Prof (4) + Dex (6)
18,0:22:37,Percy,Insight,10,7,,,,
18,0:45:50,Grog,Percentile,33,,,,,Beard check
18,0:49:40,Grog,Religion,Unknown,Unknown,,,,Scanlan's roll gave them full info
18,0:49:40,Lyra,Religion,Unknown,Unknown,,,,Scanlan's roll gave them full info
18,0:49:40,Percy,Religion,22,19,,,,
18,0:49:40,Scanlan,Religion,23,19,,,,
18,0:49:40,Vex'ahlia,Religion,13,11,,,,
18,0:49:40,Zahra,Religion,Unknown,Unknown,,,,Scanlan's roll gave them full info
18,0:50:50,Grog,Investigation,6,8,,,,
18,0:50:50,Lyra,Investigation,21,16,,,,
18,0:50:50,Percy,Investigation,17,14,,,,
18,0:50:50,Scanlan,Investigation,22,16,,,,
18,0:50:50,Vex'ahlia,Investigation,20,18,,,,
18,0:50:50,Zahra,Investigation,17,15,,,,
18,0:57:06,Vex'ahlia,Insight,17,11,,,,
18,0:58:09,Vex'ahlia,Perception,24,18,,,,
18,1:14:44,Grog,Athletics,16,8,,,,
18,1:21:48,Grog,Perception,16,16,,,,
18,1:34:50,Grog,Initiative,16,14,,,,
18,1:34:50,Lyra,Initiative,4,6,,,,
18,1:34:50,Percy,Initiative,16,8,,,,
18,1:34:50,Scanlan,Initiative,8,8,,,,
18,1:34:50,Vex'ahlia,Initiative,8,3,,,,
18,1:34:50,Zahra,Initiative,5,5,,,,
18,1:37:32,Grog,Attack,26,18,,,,Great Axe
18,1:37:32,Grog,Attack,25,17,,,,Great Axe
18,1:37:41,Grog,Damage,10,--,,10 to Direwolf,,
18,1:37:41,Grog,Damage,18,,,18 to Direwolf,,
18,1:40:35,Scanlan,Other,2,,,,,Cutting Words reaction
18,1:43:10,Percy,Attack,28,16,,,,Pepperbox Leg Shot
18,1:43:53,Percy,Damage,15,--,,15 (12+3 Fire) to Ogrillon,,
18,1:44:13,Percy,Attack,Nat20,20,Y,,,Pepperbox Sharpshooter with advantage
18,1:44:13,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
18,1:44:50,Percy,Damage,30,--,,30 to Ogrillon,,
18,1:46:04,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
18,1:46:04,Percy,Attack,23,16,,,,Pepperbox Sharpshooter with Advantage
18,1:46:11,Percy,Damage,21,--,,21 to Ogrillon,1,
18,1:46:50,Percy,Attack,Nat20,20,Y,,,
18,1:47:23,Percy,Damage,32,--,,32 to Orc 3,,
18,1:48:27,Grog,Attack,22,14,,,,Great Axe
18,1:48:27,Grog,Attack,23,15,,,,Great Axe
18,1:48:27,Grog,Attack,26,18,,,,Great Axe
18,1:48:40,Grog,Damage,15,--,,15 to Orc 1,,
18,1:48:40,Grog,Damage,12,--,,12 to Direwolf,1,
18,1:48:40,Grog,Damage,17,--,,17 to Orc 5,,
18,1:54:55,Vex'ahlia,Attack,19,8,,,,
18,1:55:21,Vex'ahlia,Damage,17,--,,17 to Orc 3,,Arrow through Blazing Bowstring
18,1:56:02,Trinket,Attack,22,13,,,,Claw Attack
18,1:56:02,Trinket,Attack,16,7,,,,Bite Attack
18,1:56:40,Vex'ahlia,Damage,4,--,,4 to Orc 3,,Hunter's Mark
18,1:56:45,Trinket,Damage,11,--,,11 to Orc 3,,
18,1:56:45,Trinket,Damage,12,--,,12 to Orc 3,1,
18,1:59:11,Zahra,Attack,24,13,,,,Agonizing Blast
18,1:59:11,Zahra,Attack,30,19,,,,Agonizing Blast
18,1:59:11,Zahra,Attack,21,10,,,,Agonizing Blast
18,2:00:00,Zahra,Damage,9,--,,9 to Orc 6,,
18,2:00:00,Zahra,Damage,17,--,,17 to Orc 6,,
18,2:00:00,Zahra,Damage,12,--,,12 to Orc 6,,
18,2:00:00,Zahra,Damage,2,--,,2 to Orc 6,,
18,2:00:00,Zahra,Damage,6,--,,6 to Orc 6,,
18,2:00:00,Zahra,Damage,5,--,,5 to Orc 6,1,
18,2:02:33,Lyra,Damage,45,--,,"45 Lightning to Orc 2, 
22 (45/2) to Orc 4",1,Chain Lightning
18,2:04:45,Percy,Attack,16,4,,,,Pepperbox
18,2:04:45,Percy,Attack,Nat20,20,,,,Pepperbox
18,2:05:20,Percy,Damage,20,--,,20 to Orc 4,,
18,2:05:20,Percy,Damage,32,--,,32 to Orc 4,1,
18,2:06:51,Grog,Attack,24,16,,,,Great Axe
18,2:06:59,Grog,Damage,19,--,,19 to Orc 1,,
18,2:07:07,Grog,Attack,26,18,,,,Great Axe
18,2:07:13,Grog,Damage,19,--,,19 to Orc 1,1,
18,2:08:06,Grog,Intimidation,19,14,,,,
18,2:09:14,Zahra,Persuasion,24,15,,,,
18,2:10:15,Lyra,Insight,6,4,,,,
18,2:10:38,Vex'ahlia,Insight,16,10,,,,
18,2:17:02,Zahra,Nature,12,6,,,,
18,2:19:21,Grog,Beard Check,58,,,,,
18,2:23:44,Grog,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
18,2:23:44,Grog,Constitution Save,23,14,,,,With advantage
18,2:23:44,Lyra,Constitution Save,20,17,,,,
18,2:23:44,Percy,Constitution Save,24,18,,,,
18,2:23:44,Scanlan,Constitution Save,4,2,,,,
18,2:23:44,Vex'ahlia,Constitution Save,Nat20,20,,,,With advantage
18,2:23:44,Vex'ahlia,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
18,2:23:44,Zahra,Constitution Save,15,13,,,,
18,2:28:20,Grog,Dexterity Save,8,6,,,,
18,2:28:20,Lyra,Dexterity Save,11,13,,,,
18,2:28:20,Percy,Dexterity Save,16,10,,,,
18,2:28:20,Scanlan,Dexterity Save,13,9,,,,
18,2:28:20,Vex'ahlia,Dexterity Save,24,15,,,,
18,2:28:20,Zahra,Dexterity Save,12,10,,,,
18,2:33:12,Vex'ahlia,Perception,12,6,,,,Disregarded due to advantage
18,2:33:40,Vex'ahlia,Stealth,15,6,,,,With advantage
18,2:34:48,Grog,Stealth,14,12,,,,
18,2:34:48,Lyra,Stealth,11,13,,,,
18,2:34:48,Percy,Stealth,24,18,,,,
18,2:34:48,Scanlan,Stealth,13,11,,,,
18,2:34:48,Vex'ahlia,Stealth,16,7,,,,
18,2:34:48,Zahra,Stealth,13,13,,,,
18,2:35:37,Lyra,Religion,11,2,,,,
18,2:37:14,Lyra,Perception,9,7,,,,
18,2:37:58,Grog,Wisdom,15,15,,,,
19,0:11:26,Grog,Initiative,19,17,,,,Rolled by Laura
19,0:11:26,Lyra,Initiative,Nat20,20,,,,
19,0:11:26,Percy,Initiative,Nat20,20,,,,
19,0:11:26,Scanlan,Initiative,15,15,,,,
19,0:11:26,Vex'ahlia,Initiative,18,11,,,,
19,0:11:26,Zahra,Initiative,13,13,,,,
19,0:13:58,Percy,Attack,21,8,,,,Bad News
19,0:14:12,Percy,Damage,33,--,,33 to Frost Giant 2,,
19,0:15:55,Grog,Persuasion,Nat1,1,Y,,,Rolled by Laura
19,0:18:29,Vex'ahlia,Attack,14,3,,,,
19,0:18:29,Vex'ahlia,Attack,14,3,,,,
19,0:20:50,Lyra,Damage,80,--,,80 to Frost Giant 2,,Disintegrate
19,0:27:37,Scanlan,Damage,32,--,,32 to Frost Giant 1,,Lightning Bolt
19,0:38:35,Grog,Healing,Unknown,--,,,,
19,0:38:35,Lyra,Healing,Unknown,--,,,,
19,0:38:35,Percy,Healing,Unknown,--,,,,
19,0:38:35,Scanlan,Healing,Unknown,--,,,,
19,0:38:35,Vex'ahlia,Healing,Unknown,--,,,,
19,0:38:35,Zahra,Healing,Unknown,--,,,,
19,0:41:00,Percy,Persuasion,10,4,,,,
19,0:41:30,Grog,Persuasion,Unknown,Unknown,,,,
19,0:41:30,Grog,Persuasion,Nat1,1,,,,
19,0:50:16,Lyra,Perception,14,12,,,,
19,0:50:16,Percy,Perception,17,10,,,,
19,0:50:16,Scanlan,Perception,20,20,,,,
19,0:50:16,Vex'ahlia,Perception,14,8,,,,
19,0:50:16,Zahra,Perception,Nat1,1,Y,,,
19,0:55:03,Lyra,History,21,12,,,,
19,1:01:03,Grog,Attack,24,15,,,,FBWH (rolled by Laura)
19,1:01:20,Grog,Damage,13,--,,23 (10+13 Fire) to Wall,,rolled by Laura
19,1:02:10,Percy,Investigation,7,4,,,,
19,1:03:03,Lyra,Attack,23,14,,,,Fireball
19,1:03:24,Lyra,Damage,19,--,,19 Fire to Wall,,
19,1:04:04,Grog,Dexterity Save,19,17,,,,Rolled by Laura
19,1:04:04,Percy,Dexterity Save,9,3,,,,
19,1:04:04,Lyra,Dexterity Save,0,2,,,,
19,1:09:27,Vex'ahlia,Perception,18,12,,,,
19,1:11:14,Scanlan,Perception,5,5,,,,"Not proficient, but Jack of All Trades"
19,1:11:40,Lyra,Attack,28,19,,,,Fireball
19,1:11:45,Lyra,Damage,24,--,,24 Fire to Wall,,
19,1:13:30,Vex'ahlia,Intelligence,Unknown,Unknown,,,,Disregarded due to advantage
19,1:13:30,Vex'ahlia,Intelligence,20,18,,,,With advantage
19,1:20:30,Scanlan,Dexterity Save,21,17,,,,
19,1:22:27,Vex'ahlia,Perception,15,9,,,,
19,1:23:40,Lyra,Attack,30,21,,,,"Fireball (+9, supposedly?), bad math or bad mod"
19,1:23:48,Lyra,Damage,27,--,,27 to Wall,,
19,1:25:42,Lyra,Intelligence,23,18,,,,
19,1:51:27,Vex'ahlia,Stealth,Nat20,20,Y,,,
19,1:54:05,Scanlan,Persuasion,19,6,,,,
19,1:58:49,Zahra,Persuasion,27,18,,,,
19,1:59:33,Grog,Initiative,19,17,,,,
19,1:59:33,Lyra,Initiative,-1,1,,,,
19,1:59:33,Percy,Initiative,Nat20,20,,,,
19,1:59:33,Scanlan,Initiative,7,7,,,,
19,1:59:33,Vex'ahlia,Initiative,Nat20,20,,,,
19,1:59:33,Zahra,Initiative,12,12,,,,
19,2:02:02,Percy,Attack,15,8,,,,Bad News Head Shot w/ Sharpshooter
19,2:02:36,Percy,Attack,31,19,,,,Bad News Head Shot
19,2:02:52,Percy,Damage,15,--,,15 to Rimefang,,
19,2:04:15,Vex'ahlia,Attack,25,14,,,,Lightning Arrow through Blazing Bowstring
19,2:04:40,Vex'ahlia,Damage,19,--,,10 Lightning to Rimefang,,Lightning Arrow
19,2:04:40,Vex'ahlia,Damage,11,--,,11 to Rimefang,,Arrow
19,2:04:40,Vex'ahlia,Damage,4,--,,4 to Rimefang,,Hunter's Mark
19,2:04:40,Vex'ahlia,Damage,1,--,,1 Fire to Rimefang,,Blazing Bowstring
19,2:06:55,Vex'ahlia,Attack,17,6,,,,Arrow
19,2:08:00,Grog,Wisdom Save,9,9,,,,
19,2:08:00,Lyra,Wisdom Save,15,9,,,,
19,2:08:00,Percy,Wisdom Save,12,9,,,,
19,2:08:00,Scanlan,Wisdom Save,18,20,,,,
19,2:08:00,Vex'ahlia,Wisdom Save,10,8,,,,
19,2:08:00,Zahra,Wisdom Save,21,15,,,,
19,2:09:15,Trinket,Wisdom Save,8,8,,,,
19,2:11:34,Grog,Dexterity Save,13,11,,,,
19,2:13:14,Zahra,Attack,24,13,,,,
19,2:13:35,Zahra,Damage,41,--,,41 (38+3 Hex) to Rimefang,,Witch Bolt
19,2:19:46,Lyra,Damage,79,--,,40 (79/2) to Rimefang,,Disintegrate
19,2:21:50,Percy,Attack,17,4,,,,With disadvantage
19,2:21:50,Percy,Attack,Nat20,20,Y,,,Disregarded due to disadvantage
19,2:22:37,Percy,Wisdom Save,5,2,,,,
19,2:24:42,Vex'ahlia,Attack,Unknown,Unknown,,,,
19,2:24:55,Vex'ahlia,Attack,27,16,,,,Disregarded due to disadvantage
19,2:25:11,Vex'ahlia,Damage,19,--,,,,Does not actually deal damage – disadvantage rolled later
19,2:26:10,Vex'ahlia,Attack,20,9,,,,Arrow
19,2:26:48,Vex'ahlia,Wisdom Save,5,3,,,,
19,2:26:48,Trinket,Wisdom Save,Nat20,20,Y,,,
19,2:30:55,Percy,Constitution Save,20,14,,27 Ice (54/2) to Percy,,Against Dragon's Breath
19,2:30:55,Lyra,Constitution Save,11,8,,27 Ice (54/2) to Lyra,,Against Dragon's Breath
19,2:31:18,Lyra,Inspiration,10,--,,,,
19,2:32:53,Grog,Attack,19,10,,,,FBWH
19,2:32:53,Grog,Attack,25,16,,,,FBWH
19,2:32:53,Grog,Attack,23,14,,,,FBWH
19,2:33:23,Grog,Damage,19,--,,19 to Rimefang,,
19,2:33:23,Grog,Damage,12,--,,12 to Rimefang,,
19,2:33:23,Grog,Damage,21,--,,21 to Rimefang,,
19,2:35:47,Zahra,Damage,44,--,,44 to Rimefang,,Witchbolt
19,2:38:12,Scanlan,Attack,19,9,,,,Bigby's Hand
19,2:38:30,Scanlan,Damage,21,--,,21 to Rimefang,,
19,2:42:38,Percy,Attack,19,6,,,,Bad News with disadvantage
19,2:42:38,Percy,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
19,2:42:50,Percy,Damage,26,--,,26 to Rimefang,,
19,2:43:27,Percy,Healing,11,,,,,Second Wind – self-healing
19,2:45:23,Grenade,Damage,24,--,,"24 to Rimefang, 12 (24/2) to Grog and Scanlan",,
19,2:44:58,Grog,Dexterity Save,21,19,,,,
19,2:44:58,Scanlan,Dexterity Save,20,16,,,,
19,2:45:48,Percy,Wisdom Save,Nat20,20,Y,,,
19,2:46:35,Vex'ahlia,Attack,27,16,,,,Exploding Arrow through Blood-Seeking Bow with disadvantage
19,2:46:35,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
19,2:46:54,Vex'ahlia,Damage,22,--,,"22 (16+6 Fire) to Rimefang, 3 to Grog, 6 to Scanlan",,
19,2:47:40,Scanlan,Dexterity Save,11,7,,,,
19,2:47:40,Grog,Dexterity Save,18,16,,,,
19,2:48:47,Trinket,Attack,Unknown,Unknown,,,,“he doesn't hit”
19,2:48:47,Trinket,Attack,23,14,,,,Claw Attack
19,2:49:10,Trinket,Damage,13,--,,13 to Rimefang,,
19,2:50:59,Scanlan,Strength,26,18,,,,Bigby's Hand for a grapple
19,2:51:34,Scanlan,Damage,18,--,,18 to Rimefang,,
19,2:53:34,Scanlan,Healing,19,,,,,"Superior healing potion from Grog, Scanlan heals 19 points"
19,2:54:48,Grog,Athletics,Nat20,20,Y,,,
19,2:55:49,Zahra,Damage,51,--,,51 to Rimefang,,Witchbolt
19,2:57:48,Grog,Dexterity Save,18,16,,,,
19,2:57:48,Trinket,Dexterity Save,10,10,,,,
19,2:59:30,Scanlan,Healing,Unknown,--,,,,
19,3:02:43,Percy,Attack,31,18,,,,
19,3:02:58,Percy,Damage,15,--,,15 to Rimefang,,
19,3:04:50,Vex'ahlia,Attack,26,15,,,,Hail of Thorns
19,3:05:23,Grog,Dexterity Save,Unknown,Unknown,,,,Disregarded due to disadvantage
19,3:05:23,Grog,Dexterity Save,18,16,,,,Dexterity save with disadvantage
19,3:05:56,Vex'ahlia,Damage,36,--,,13 to Rimefang,,Arrow Damage
19,3:05:56,Vex'ahlia,Damage,5,,,5 HM to Rimefang,,Hunter's Mark Damage
19,3:05:56,Vex'ahlia,Damage,9,,,"27 (9 to Rimefang, Grog, FG1)",,Hail of Thorns Damage
19,3:06:50,Vex'ahlia,Attack,16,5,,,,Arrow Damage
19,3:08:08,Vex'ahlia,Wisdom Save,Nat20,20,Y,,,
19,3:08:38,Lyra,Constitution Save,23,18,,27 Ice to Lyra,,Against Dragon's Breath
19,3:08:38,Percy,Constitution Save,15,9,,54 Ice to Percy,,Against Dragon's Breath
19,3:08:38,Vex'ahlia,Constitution Save,18,18,,54 Ice to Vex'ahlia,,Against Dragon's Breath
19,3:10:15,Grog,Attack,25,16,,,,FBWH
19,3:10:15,Grog,Attack,28,19,,,,FBWH
19,3:10:15,Grog,Attack,20,11,,,,FBWH
19,3:10:44,Grog,Damage,24,--,,24 (18+6 Fire) to FG1,,
19,3:10:44,Grog,Damage,17,--,,17 (13+4 Fire) to FG1,,
19,3:10:44,Grog,Damage,15,--,,15 (12+3 Fire) to FG1,1,
19,3:12:44,Zahra,Damage,53,--,,53 to Rimefang,,Witchbolt
19,3:14:27,Scanlan,Healing,11,,,,,Scanlan heals 11 points
19,3:15:12,Scanlan,Damage,26,--,,13 (26/2) Lightning to Rimefang,,Lightning Bolt
